OBJECTID,AddressPtID,StreetName,AddressNumber,Fractional,Unit,Building,SubAddressFlag,RouteExternalKey,ZipCode,City,State,X,Y,Address,FullNumber,UnitID,created_user,created_date,last_edited_user,last_edited_date,County,StateAbbr,ADD_TYPE
967525,91542134.0,ORANGETHORPE AVE,5600,,2408,24,APT,,90623,LA PALMA,California,-118.0372436,33.85745841,5600 ORANGETHORPE AVE  APT 24 2408,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
460919,92947403.0,ADRIAN ST,12122,,207,7,APT,,92840,GARDEN GROVE,California,-117.90480117,33.78672093,12122 ADRIAN ST  APT 7 207,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
998999,12026434.0,S NUTWOOD ST,628,,,,,,92804,ANAHEIM,California,-117.95002586,33.82390537,628 S NUTWOOD ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
139328,91413750.0,VIA MEDIA,26,,,,SPC,,92780,TUSTIN,California,-117.8272613,33.73682445,26 VIA MEDIA  SPC  ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
51447,92689347.0,WESTMINSTER MALL,200,,,,,,92683,WESTMINSTER,California,-118.01230724,33.74621531,200 WESTMINSTER MALL    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
494372,92719416.0,PENDIO,2317,,,10,,,92620,IRVINE,California,-117.76357747,33.68508141,2317 PENDIO   10 ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
324198,40014998.0,WILKES PL,25122,,,,,,92653,LAGUNA HILLS,California,-117.69747922,33.59744157,25122 WILKES PL    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1154848,92904643.0,ALIENTA LN,274,,,4,,1189100.0,92675,Rancho Mission Viejo,California,-117.59811851,33.54888993,274 ALIENTA LN   4 ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
809675,52057293.0,VIA BELLO,28141,,,,,,92692,MISSION VIEJO,California,-117.64000427,33.62013399,28141 VIA BELLO    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
712861,91371755.0,SIMS ST,16766,,A,,UNIT,,92649,HUNTINGTON BEACH,California,-118.0478168,33.71837685,16766 SIMS ST  UNIT  A,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
113141,80024026.0,DEAN ST,13542,,,,,,92780,TUSTIN,California,-117.80733065,33.7364041,13542 DEAN ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
832815,92698673.0,SIENNA PKWY,29511,,,,,,92694,Ladera Ranch,California,-117.63727783,33.55284677,29511 SIENNA PKWY    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
708302,30054066.0,RACEPOINT DR,8131,,203,,UNIT,,92646,HUNTINGTON BEACH,California,-117.98541454,33.66964697,8131 RACEPOINT DR  UNIT  203,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
259469,74090340.0,S MAPLE ST,1332,,,,,,92707,SANTA ANA,California,-117.86414916,33.73057615,1332 S MAPLE ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
105884,91411009.0,TUSTIN VILLAGE WAY,15660,,42,,UNIT,,92780,TUSTIN,California,-117.83515512,33.73553283,15660 TUSTIN VILLAGE WAY  UNIT  42,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
88118,66023151.0,E ORANGETHORPE AVE,208,,,,,,92870,PLACENTIA,California,-117.87014282,33.86259707,208 E ORANGETHORPE AVE    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
663254,87218092.0,PAYTON,10305,,,,,,92620,IRVINE,California,-117.74480826,33.69245916,10305 PAYTON    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
631776,87220548.0,TWIN GABLES,74,,,,,,92620,IRVINE,California,-117.74968942,33.69456604,74 TWIN GABLES    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
24050,24031753.0,GOODALE AVE,11859,,,,,,92708,FOUNTAIN VALLEY,California,-117.92227402,33.71986852,11859 GOODALE AVE    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
701248,30010308.0,STEWART ST,18971,,,,,,92648,HUNTINGTON BEACH,California,-118.00413796,33.68682861,18971 STEWART ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
324940,92754274.0,HIDDEN HILLS RD,25012,,B,,UNIT,,92677,LAGUNA NIGUEL,California,-117.69298992,33.5260784,25012 HIDDEN HILLS RD  UNIT  B,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
928996,34012619.0,N DEXTER ST,561,,,,,,90631,LA HABRA,California,-117.93014926,33.93703299,561 N DEXTER ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
222037,18033531.0,WIMBLEDON WAY,3490,,,,,,92626,COSTA MESA,California,-117.90386748,33.69558095,3490 WIMBLEDON WAY    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
371718,58089342.0,EATON RD,2448,,,,,,92867,ORANGE,California,-117.77255801,33.82951609,2448 EATON RD    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
596841,32204850.0,ROBINSONG,24,,,,,,92614,IRVINE,California,-117.79377851,33.66539496,24 ROBINSONG    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1132499,26030812.0,SUNFLOWER ST,2520,,,,,,92835,FULLERTON,California,-117.92329203,33.89651985,2520 SUNFLOWER ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1149472,92772478.0,DEL MONTE DR,13140,,I,51,,1143267.0,90740,SEAL BEACH,California,-118.08073262,33.7722395,13140 DEL MONTE DR   51 I,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
83110,66013344.0,E ORANGETHORPE AVE,161,,134,,SPC,,92870,PLACENTIA,California,-117.87099566,33.86513085,161 E ORANGETHORPE AVE  SPC  134,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
507159,54052148.0,AGATE AVE,230,,,,,,92662,NEWPORT BEACH,California,-117.89630953,33.60776761,230 AGATE AVE    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
904324,14013560.0,SHAMROCK AVE,2942,,,,,,92821,BREA,California,-117.85901397,33.92242193,2942 SHAMROCK AVE    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
952471,92707566.0,AVENIDA VICTORIA,262,,1,,APT,,92672,SAN CLEMENTE,California,-117.61630733,33.42261626,262 AVENIDA VICTORIA  APT  1,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
258922,18010092.0,FISCHER AVE,245,,A8A,,STE,,92626,COSTA MESA,California,-117.88039223,33.67555407,245 FISCHER AVE  STE  A8A,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
994708,16062243.0,MELROSE ST,7030,,C,,UNIT,,90621,BUENA PARK,California,-118.01078601,33.86160059,7030 MELROSE ST  UNIT  C,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
497550,92948822.0,GARDEN GROVE BLVD,10080,,356,,,,92844,GARDEN GROVE,California,-117.95736792,33.77350227,10080 GARDEN GROVE BLVD    356,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
598484,92701998.0,SPECTRUM,11410,,,,,,92618,IRVINE,California,-117.75362219,33.65508593,11410 SPECTRUM    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
956501,70025330.0,S EL CAMINO REAL,621,,,,OFC,,92672,SAN CLEMENTE,California,-117.60978809,33.42441009,621 S EL CAMINO REAL  OFC  ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
916490,14009620.0,WINDING LN,355,,,,,,92821,BREA,California,-117.86896824,33.92322437,355 WINDING LN    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
357837,22012781.0,QUAIL RUN,25611,,47,3,UNIT,,92629,DANA POINT,California,-117.68276339,33.46930206,25611 QUAIL RUN  UNIT 3 47,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
160460,80026459.0,S MYRTLE AVE,185,,,,,,92780,TUSTIN,California,-117.8313703,33.74434934,185 S MYRTLE AVE    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
207681,74353445.0,N SPURGEON ST,1900,,206,,APT,,92706,SANTA ANA,California,-117.86554616,33.76185684,1900 N SPURGEON ST  APT  206,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
79798,74078953.0,S DIAMOND ST,3102,,,,,,92704,SANTA ANA,California,-117.90088579,33.70638268,3102 S DIAMOND ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
675341,30002825.0,GREENBRIER DR,6102,,,,,,92648,HUNTINGTON BEACH,California,-118.02469406,33.67950248,6102 GREENBRIER DR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
835502,74074311.0,OMEGA DR,2112,,,,,,92705,North Tustin,California,-117.78625567,33.7491037,2112 OMEGA DR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
601286,92840772.0,EASTMAN,17281,,,,,,92614,IRVINE,California,-117.85435764,33.69853916,17281 EASTMAN    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
462732,54032531.0,W BAY AVE,517,1/2,,,APT,,92661,NEWPORT BEACH,California,-117.90728084,33.60460402,517 W BAY AVE 1/2 APT  ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1098114,20016529.0,BATAAN ST,6373,,,,,,90630,CYPRESS,California,-118.02196708,33.79530589,6373 BATAAN ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1093391,91191630.0,BLOOMFIELD AVE,9208,,70,,UNIT,,90630,CYPRESS,California,-118.06133144,33.82859801,9208 BLOOMFIELD AVE  UNIT  70,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
143109,92834126.0,DIETRICH DR,2669,,,,,,92782,TUSTIN,California,-117.76646771,33.75699259,2669 DIETRICH DR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
369075,32065841.0,RAINSTAR,6,,,,,,92614,IRVINE,California,-117.80799848,33.67153271,6 RAINSTAR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
231829,74115742.0,N SPURGEON ST,1025,,,,,,92701,SANTA ANA,California,-117.8654093,33.75435247,1025 N SPURGEON ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
643430,87217514.0,ARCHWAY,5315,,,,,,92618,IRVINE,California,-117.71642327,33.69632512,5315 ARCHWAY    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
608267,32225600.0,TAROCCO,155,,,,,,92618,IRVINE,California,-117.77564761,33.67430071,155 TAROCCO    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
578160,32178656.0,DURANZO AISLE,335,,,,,,92606,IRVINE,California,-117.82126501,33.6863415,335 DURANZO AISLE    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1051133,12047222.0,E QUIET CANYON CT,8350,,,,,,92808,ANAHEIM,California,-117.72968039,33.855552,8350 E QUIET CANYON CT    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
308874,74083804.0,S ORANGE AVE,2601,,,,,,92707,SANTA ANA,California,-117.86550124,33.71208981,2601 S ORANGE AVE    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
169941,74124472.0,N PONDEROSA ST,2610,,,,,,92705,SANTA ANA,California,-117.83407773,33.77240063,2610 N PONDEROSA ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
532294,54041251.0,CANAL ST,305,,,,,,92663,NEWPORT BEACH,California,-117.95084981,33.62975435,305 CANAL ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
551280,92734105.0,MARTIN,2253,,412,,APT,,92612,IRVINE,California,-117.85801685,33.67308999,2253 MARTIN  APT  412,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
39330,84035683.0,BARBER ST,14146,,,,,,92683,WESTMINSTER,California,-118.03094803,33.7566495,14146 BARBER ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
543873,92924808.0,EUCLID ST,13742,,5,,,,92843,GARDEN GROVE,California,-117.93737934,33.76296732,13742 EUCLID ST    5,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
896781,91634392.0,TOWNE CENTRE DR,26322,,215,2,UNIT,,92610,LAKE FOREST,California,-117.67173424,33.68237522,26322 TOWNE CENTRE DR  UNIT 2 215,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
847052,91634754.0,RUE DE VALORE,19431,,A,62,UNIT,,92610,LAKE FOREST,California,-117.65511172,33.68160456,19431 RUE DE VALORE  UNIT 62 A,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
326460,42034790.0,PORTLAND PL,30,,,,,,92677,LAGUNA NIGUEL,California,-117.70812381,33.49886928,30 PORTLAND PL    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1091016,20024010.0,GRAHAM ST,9767,,,,,,90630,CYPRESS,California,-118.03480717,33.82003806,9767 GRAHAM ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1000262,92834446.0,9TH ST,7616,,A,,APT,,90621,BUENA PARK,California,-118.00058159,33.8646675,7616 9TH ST  APT  A,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
52650,92782217.0,20TH ST,7232,,6,,,,92683,WESTMINSTER,California,-118.00252604,33.7614876,7232 20TH ST    6,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
455245,86034607.0,VIA DEL TECOLOTE,5915,,,,,,92887,YORBA LINDA,California,-117.75874422,33.87641831,5915 VIA DEL TECOLOTE    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
880572,87107928.0,CAMARIN ST,18,,,,,,92610,LAKE FOREST,California,-117.65279179,33.68861717,18 CAMARIN ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1157793,92887233.0,MARISOL ST,42,,,,,1191091.0,92675,Rancho Mission Viejo,California,-117.59798065,33.53600395,42 MARISOL ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
425024,92938126.0,STANFORD AVE,10372,,T,,,,92840,GARDEN GROVE,California,-117.9524713,33.77694292,10372 STANFORD AVE    T,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1042632,12056858.0,S STILLWATER LN,781,,,,,,92807,ANAHEIM,California,-117.76695562,33.83745824,781 S STILLWATER LN    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1134098,26041124.0,E IMPERIAL HWY,500,,E,,APT,,92835,FULLERTON,California,-117.92119393,33.91693899,500 E IMPERIAL HWY  APT  E,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
629766,32190204.0,CHANDON,14,,,,,,92602,IRVINE,California,-117.77771219,33.72906556,14 CHANDON    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
914382,14001790.0,E FIR ST,408,,,,,,92821,BREA,California,-117.90012462,33.90878384,408 E FIR ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
934376,14009240.0,DEVONSHIRE DR,315,,,,,,92821,BREA,California,-117.8731946,33.91558618,315 DEVONSHIRE DR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
965372,36005984.0,BARBI LN,7672,,,,,,90623,LA PALMA,California,-118.0498448,33.85109584,7672 BARBI LN    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
129889,80028386.0,COLLIER CT,2195,,,,,,92782,TUSTIN,California,-117.78946338,33.74379839,2195 COLLIER CT    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
647475,92958119.0,GATEWAY BLVD,7725,,2418,2000,,,92618,IRVINE,California,-117.74985937,33.65593767,7725 GATEWAY BLVD   2000 2418,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
247864,92740658.0,HOLLYOAK,24112,,H,,,,92656,ALISO VIEJO,California,-117.70972945,33.57623002,24112 HOLLYOAK    H,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
831003,80013814.0,NEWPORT AVE,12700,,15,,APT,,92780,North Tustin,California,-117.80689824,33.75211232,12700 NEWPORT AVE  APT  15,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
743068,91592141.0,ENGLAND ST,1117,,A,,UNIT,,92648,HUNTINGTON BEACH,California,-117.99193399,33.66745695,1117 ENGLAND ST  UNIT  A,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1043034,12056345.0,S RUTGERS CIR,990,,,,,,92807,ANAHEIM,California,-117.74836373,33.83616759,990 S RUTGERS CIR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
618882,32207699.0,CORIANDER,71,,,,,,92603,IRVINE,California,-117.7765787,33.6471467,71 CORIANDER    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
970397,16030397.0,EAGLE DR,7067,,,,,,90620,BUENA PARK,California,-118.02309476,33.85761829,7067 EAGLE DR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
190573,80020923.0,HYANNIS PORT RD,14542,,,,,,92780,TUSTIN,California,-117.81357028,33.72172328,14542 HYANNIS PORT RD    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
944750,70023070.0,CALLE MARLENA,4036,,,,,,92672,SAN CLEMENTE,California,-117.59711914,33.3925862,4036 CALLE MARLENA    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
738063,30052835.0,VISTA ROMA CIR,16393,,,,,,92649,HUNTINGTON BEACH,California,-118.04719923,33.72397187,16393 VISTA ROMA CIR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1000129,92829696.0,ORANGETHORPE AVE,7551,,302,,APT,,90621,BUENA PARK,California,-118.00114024,33.85987579,7551 ORANGETHORPE AVE  APT  302,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
798405,52058575.0,NEVADO,27941,,,,,,92692,MISSION VIEJO,California,-117.64268731,33.60325323,27941 NEVADO    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
1092885,91148731.0,HOLDER ST,9951,,51,,UNIT,,90630,CYPRESS,California,-118.02130629,33.81866897,9951 HOLDER ST  UNIT  51,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
228537,74094143.0,S CEDAR ST,814,,,,,,92701,SANTA ANA,California,-117.85880358,33.73751162,814 S CEDAR ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
951334,91804123.0,CALLE DEL CERRO,1100,,152L,,UNIT,,92672,SAN CLEMENTE,California,-117.59421471,33.44870035,1100 CALLE DEL CERRO  UNIT  152L,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
325791,40017287.0,DAPPLE GREY DR,26422,,,,,,92653,LAGUNA HILLS,California,-117.68716942,33.5793255,26422 DAPPLE GREY DR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
906997,14006022.0,BROOKSHIRE PL,272,,,,,,92821,BREA,California,-117.89193648,33.93253472,272 BROOKSHIRE PL    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
794023,52043190.0,NACCOME DR,26442,,,,,,92691,MISSION VIEJO,California,-117.66881606,33.60664489,26442 NACCOME DR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
539679,54079253.0,PELICAN POINT DR,8,,,,,,92657,NEWPORT BEACH,California,-117.85665954,33.5868294,8 PELICAN POINT DR    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
820515,74067620.0,COVENTRY PL,11151,,,,,,92705,North Tustin,California,-117.79063631,33.76984167,11151 COVENTRY PL    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
546935,92934146.0,GARDEN GROVE BLVD,8851,,102,,,1204114.0,92844,GARDEN GROVE,California,-117.97786721,33.77415968,8851 GARDEN GROVE BLVD    102,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
638093,32060890.0,BELVEDERE ST,4182,,,,,,92604,IRVINE,California,-117.78619823,33.7019043,4182 BELVEDERE ST    ,,,ARCGISADMIN,2024/09/03 13:46:03+00,ARCGISADMIN,2024/09/03 13:46:03+00,Orange County,CA,
